57,ปลาทูแนม,"# ปลาทูแนม
## เครื่องปรุง



- ปลาทูนึ่ง ทอดแกะก้างและหนังออก 1 ถ้วย

- มันหมูแข็งต้มหั่นชิ้นเล็กยาว 1/2 ถ้วย

- หนังหมูต้มหั่นฝอยเล็ก ๆ ต้มให้นุ่ม 1 ถ้วย

- หอมหัวเล็กหั่นฝอย 2 ช้อนโต๊ะ

- กระเทียมดองหั่นฝอย (น้ำเก็บไว้) 1 ช้อนโต๊ะ

- ถั่วลิสงป่นละเอียด 1/2 ถ้วย

- ส้มซ่า 1 ผล

- น้ำมะนาวประมาณ 3-4 ช้อนโต๊ะ

- เกลือ (ถ้าเค็มแล้วไม่ต้องใส่หมด) 1 - 2 ช้อนโต๊ะ

- น้ำตาลทรายหั่นละเอียด 2 ช้อนโต๊ะ

- พริกแดง เหลือง หรือ พริกขี้หนู

- ใบผักกาด

- ใบชะพลู

- ใบทองหลาง

- ข้าวคั่วป่นละเอียดกรองด้วยแล่งแล้ว 1/2 ถ้วย

- มะพร้าวคั่วเหลืองป่นละเอียด 1 ช้อนโต๊ะ

- ข่าอ่อนหั่นละเอียด (ถ้าแก่ 5 แว่น) 1 ช้อนหวาน



## วิธีทำ



โขลกข่าให้ละเอียดแล้วใส่ปลาทูและเกลือโขลกให้ละเอียดแล้วนำขึ้นมายีให้ฟูมาก ๆ ใส่มะพร้าวคั่วเคล้าลงไปเบา ๆ มือ ใส่น้ำมะนาว น้ำส้มซ่า น้ำกระเทียมดองลงไปทีละน้อยอย่าให้แฉะมากแล้วค่อยเติมข้าวคั่ว เหลือข้าวคั่วไว้เคล้าหนังหมู มันหมู พอไม่ขึ้นค่อยใส่ลงไป เวลาคลุกนี้ต้องใจเย็น อย่าให้เป็นก้อนได้ต้องเบา ๆ มือด้วย ใส่หัวหอม ถั่วลิสง น้ำตาลทราย ชิมรส เปรี้ยวเค็มหวาน จัด ๆ หน่อย รับประทานกับผักล้างสะอาดแล้ว



## เครื่องแต่งหน้า



ผิวส้มซ่าหั่นละเอียด บางคนชอบปอกผิวนอกออก



กระเทียมดอง



ถั่วลิสง



พริก จะหั่นฝอยหรือใช้ทั้งเม็ดก็ได้"
58,ขนมกลีบลำดวน,"# ขนมกลีบลำดวน
## เครื่องปรุง



- แป้งสาลีอย่างดี 2 ถ้วย

- น้ำตาลทรายป่นละเอียด 2 ถ้วย

- น้ำตาลทรายป่น 2 ถ้วย

- น้ำมันหมูเจียวใหม่ ๆ 4 ช้อนโต๊ะ ทาถาดนิดหน่อย

- มะลิ กะดังงา เทียนอบ เมล็ดแตงโม



## วิธีทำ



แป้งสาลี ผึ่งแดด น้ำตาลป่นละเอียด ทั้งแป้งและน้ำตาลแร่ 2 ครั้ง แล้วจึงตวง ผสมด้วยน้ำมันหมูให้เข้ากัน นวดพอนุ่ม ปั้นเป็นก้อนประมาณผ่าศูนย์กลาง 2 เซนติเมตร แล้วผ่าเป็น 4 ส่วน จับทีละส่วนกดแต่งให้คล้ายกลีบลำดวนเป็นรูปสามกลีบ ปั้นแป้งก้อนกลมเล็ก ๆ วางตรงศูนย์กลาง ใช้ปลายมีดกดตรงกลางเป็นสามแฉกไม่ให้ขาด ใส่เมล็ดแตงโมหนึ่งเม็ดกดลงตรงกลาง ให้ปุ่มแหลมอยู่ข้างบนเหมือนเกษรปั้นใส่จนเต็มถาด (ทาน้ำมัน) เข้าเตาอบประมาณ 10-15 นาที สีนวลอย่าให้เหลือง พอเย็นใส่ขวด อบด้วยดอกมะลิ กระดังงาและเทียนอบถ้าชอบ"
59,แกงเผ็ดหมู,"# แกงเผ็ดหมู
## เครื่องปรุงน้ำแกง



- พริกแห้ง 21 เม็ด

- หัวหอม 15 กลีบ

- กระเทียม 15 กลีบ

- ข่า 5 แว่น

- ตะไคร้ 1 ช้อนหวานพูน

- รากผักชี 1 ช้อนชา

- ลูกผักชี 1 ช้อนหวาน

- ผิวมะกรูด 1/2 ช้อนชา

- ยี่หร่า 1/2 ช้อนชา

- ลูกจันทร์ 1/8 ของลูก

- ดอกจันทร์ 1 ดอก

- กะวาน 7 ลูก

- กานพลู 5 ดอก

- ดีปลี 5 ฝัก

- โป๊ยกั๊ก 2 อัน

- อบเชย 1 ชิ้นประมาณ 2 คูณ 5 ซ.ม.

- พริกไทย 7 เม็ด

- เกลือเม็ด 1 ช้อนชาพูน

- กะปิ 1 ช้อนชา

- พริกชี้ฟ้าสด 10 เม็ด



## เนื้อแกง



- เนื้อหมูครึ่ง ก.ก.

- มะเขือเปราะ 5 ผล หรือมะเขือยาว 2 ผล

- ใบมะกรู 3 ใบ

- โหระพา 3 กิ่ง

- กะเพรา 3 กิ่ง

- มะพร้าวครึ่ง ก.ก.

- น้ำสำหรับคั้นกะทิ 8 ถ้วยชา



## วิธีทำ



คั่วเครื่องเทศทุก ๆ อย่างแต่พอหอม (อย่าให้ถึงเกรียม จะทำให้น้ำแกงมีสีไม่งาม) ใส่ครกโขลกให้ละเอียด จึงใส่ข่า ตะไคร้ รากผักชี ผิวมะกรูดโขลกต่อไปจนละเอียดแล้วใช้ได้หั่นเนื้อหมูให้บาง ๆ ชิ้นขนาด 2 คูณ 3 ซ.ม. ล้างผักต่าง ๆ เด็ดและหั่นเตรียมไว้ คั้นกะทิใส่หม้อตั้งไฟให้เดือดพอแตกมันเล็กน้อย ยกลงช้อนหัวกะทิ ใส่กะทะเคี่ยวจนเป็นมัน ตักน้ำพริกใส่ผัดประมาณ 10 นาทีเป็นอย่างน้อย แล้วตักน้ำพริกใส่หม้อยกขึ้นตั้งไฟพอเดือดใส่หมู ใบมะกรูด ปรุงรสด้วยน้ำปลาตามส่วน แล้วใส่พริกสด มะเขือพอสุก ยกหม้อลงใส่ใบกระเพรากับใบโหระพา"
60,หมูแนมสด,"# หมูแนมสด
## เครื่องปรุง



- เนื้อหมู 1/2 กิโลกรัม

- ข่าหั่นบาง 15 แว่น

- น้ำส้มหรือมะนาว 3 ช้อนโต๊ะ

- ข้าวคั่ว 1/2 ถ้วย

- หนังหมูหั่นฝอย 2 ถ้วย

- มันหมูแข็งหั่นขนาดเล็ก 3 มม. ยาว 2.5 เซนติเมตร 2 ช้อนโต๊ะ

- ผิวส้มซ่าหั่นฝอย 1 ช้อนชา

- หอมซอย 1 ช้อนโต๊ะ

- กระเทียมดองซอย 1 ช้อนโต๊ะ

- ผักกาดหอมจีบ 2 ต้น

- น้ำตาลทราย

- พริกชี้ฟ้า

- สีแดงใส่ขนม



## วิธีทำ



ล้างหมูสะอาดแล้วซับด้วยผ้าขาวบาง หรือผึ่งให้น้ำแห้ง แล่พังผืดและมันออกให้หมด ใส่เครื่องบดให้ละเอียด (หรือสับ) โขลกข่าให้ละเอียดแล้วใส่หมูลงโขลกให้เข้ากันดี ควักตักขึ้นใส่ชามอ่างใส่เกลือป่นให้เค็ม และน้ำส้มหรือมะนาวขยำจนเนื้อสุก แล้วคั้นน้ำออกไปตั้งไฟให้สุก (เรียกว่าน้ำสะเออะ ห้ามคน) แล้วใส่เนื้อหมูที่ตั้นไว้ลงคลุกทั้งกำลังร้อน ๆ จึงใส่น้ำมะนาว ใส่ไปคลุกไปจนเนื้อหมูกระจาย แล้วใส่หนังหมู มันหมู คลุกให้ทั่วกันจึงใส่หอมซอย ผิวส้มซ่า กะเทียมดองลงคลุมพอทั่วกัน ชิมดูตามชอบรส ได้ที่แล้ว โรยพริกสดหั่นเฉียงบาง ๆ รับประทานกับใบผักกาดหอมจีบ



## วิธีทำข้าวคั่ว



ซาวข้าวสารแช่น้ำไว้สัก 1 เซนติเมตร จึงสงขึ้น ยกกะทะขึ้นตั้งไฟให้ร้อน ตักข้าวใส่ลง 1 ครั้ง อย่าให้มากเกิน 4 ช้อนโต๊ะพูน (ต้องใช้ไฟแรง) คั่วพอสีนวล ๆ อย่าให้เหลืองมาก แล้วโม่ให้ละเอียดและกรองด้วยผ้าขาวบาง ๆ



## วิธีทำหนังหมู มันหมู



หนังหมูที่ซื้อมาต้องขูดล้างให้สะอาด ต้มพอสุก ถ้าสุกมากเกินไปแล่ลำบาก ล้างน้ำเย็นจนหมดยาง แล้วแล่บาง ๆ คือ ถ้าหนังหนามากก็แล่เป็น 3 แผ่น ถ้าไม่หนามากก็แล่เป็น 2 แผ่น ส่วนกว้างของชิ้นหนังที่จะหั่นราว 3 เซนติเมตร หั่นให้เส้นบางที่สุดเท่าที่จะบางได้ เมื่อจะล้างใส่หนังหมูที่หั่นแล้วลงในชามที่พอเหมาะ บีบมะนาว 1-2 ซีก แล้วขยำจนเห็นว่าหนังหมูขาวดี จึงเทน้ำร้อน ๆ ลงใช้ช้อนหรือพายคนจนทั่ว จึงเจือน้ำเย็นลง พอมือขยำล้างได้ ต้องล้างถ่ายน้ำให้หลายครั้งจนสะอาดและหมดยาง สงขึ้นใส่ตะแกรงผึ่งให้แห้งน้ำ แล้วโรยข้าวคั่วลงเคล้าให้ทั่วกันจนเส้นกระจายไม่ติดกันเลย



มันหมูต้องใช้มันหมู แข็งต้มพอสุกหั่นสี่เหลี่ยมขนาด 4 มม. ยาวเท่าหนังหมูแล้วลวกน้ำร้อน ๆ ล้างน้ำเย็นให้หมดน้ำมันสงขึ้นใส่ตะแกรงผึ่งให้แห้งน้ำ แล้วโรยข้าวคั่วเคล้าให้กระจายใช้ได้"
61,มะเขือยาวเครื่องเทศ,"# มะเขือยาวเครื่องเทศ
## เครื่องปรุง



- มะเขือยาว 2 ผล

- ถั่วแขก 10 ฝัก

- หอมหัวเล็กปอกแล้ว 1 ถ้วย ใช้ทั้งหัว ถ้าหัวใหญ่ผ่าตามยาว

- พริกสดเขียวแดงประมาณ 10 เม็ด ให้ได้ขนาดกัน

- ส้มมะขามเปียก

- น้ำตาลมมะพร้าว

- เกลือ

- น้ำมันรำ



“



- ลูกผักชี 1 ช้อนโต๊ะ

- หัวหอมเผา 10 หัว

- ขมิ้นแขก 1 ท่อน

- ขิงแก่หั่นแว่นหนา ๆ 5 แว่น

- กระเทียมเผา 5 หัว

- เกลือ 1 ช้อนชา



”



## วิธีทำ



โขลกเครื่องปรุงในอํยประกาศให้ละเอียดพักไว้ มะเขือยาวตัดเป็นท่อน ยาวประมาณ 3 เซนติเมตร ผ่าสี่แช่น้ำไว้ ลอกเอ็นถั่วตัดขนาด 2 เซนติเมตร ล้างไว้  พริกปลิดก้าน ตักน้ำมันใส่กะทะทอดมะเขือพอสุก ตักขึ้นไว้ทอดถั่ว หัวหอม พริก แล้วตักขึ้นพักไว้ น้ำมันที่เหลือทอด ถ้ามีน้อยตักเติมอีกพอควร แล้วเอาเครื่องที่โขลกไว้ใส่กะทะผัดให้หอม คั้นมะขามเปียกใส่ลงพร้อมด้วยน้ำตาล แล้วชิมดูปรุงให้ได้ 3 รส ถ้าข้นก็เติมน้ำให้พอดี เมื่อชิมรสได้ที่ เอาผักที่ทอดไว้ใส่ผัดให้เข้ากัน เป็นใช้ได้ (ลักษณะคล้ายยำทวาย)"
62,ไส้กรอกข้าว,"# ไส้กรอกข้าว (ไทย)
## เครื่องปรุง



เหมือนไส้กรอกหมูทุกอย่าง แต่ลดเนื้อหมูออกเสีย 2 ถ้วย ใช้ข้าวสุก 2 ถ้วย น้ำกระทิต้องใส่ให้โชกกว่าไส้กรอกหมู ส่วนและวิธีอื่นทุกอย่างเหมือนไส้กรอกหมู



## หมายเหตุ



ข้าวสุกที่ใช้ทำไส้กรอกต้องใช้ข้าวหุงสวย ๆ จึงจะดี เวลานิ่งต้องใช้เวลาน้อยกว่าไส้กรอกหมู เพราะเนื้อหมูมีน้อย"
63,น้ำเมี่ยง,"# น้ำเมี่ยง
## เครื่องปรุง



- เนื้อหมู 1/2 กก.

- ใบเมี่ยงครึ่งแหนบ

- หอมเจียว 1/2 ถ้วย

- กระเทียมเจียว 1/2 ถ้วย

- ถั่วลิสงคั่วซอยแล้ว 2 ช้อนโต๊ะ

- มะขามเปียก

- น้ำตาลปึก

- เกลือ

- น้ำปลาดี



## วิธีทำ



หั่นหมูสี่เหลี่ยมเล็กที่สุด แล้วรวนพอสุก คั้นส้มมะขาม น้ำตาล เกลือ น้ำปลาดี ใส่พร้อมกับใบเมี่ยงสับให้ละเอียด เคี่ยวให้เข้ากัน แล้วชิมให้รส หวาน เปรี้ยว เค็มให้กลมกล่อม แต่ให้รสแก่สักหน่อย แล้วใส่ถั่วยี่สง หอมเจียว กระเทียม ลงก็พอดีรับประทานกับข้าวตังทอด"
64,ปลานึ่งกับมะเขือเทศ,"# ปลานึ่งกับมะเขือเทศ
## เครื่องปรุง



- ปลาช่อนขนาดใหญ่ 1 ตัว

- ผักกาดขาวปลี 1 ต้น

- ต้นหอม 12 ต้น

- มะเขือเทศขนาดกลาง 2 ผล

- ผักชี 2 ต้น

- น้ำส้ม

- น้ำตาลทราย

- เกลือป่น

- พริกไทยป่น



## วิธีทำ



ขอดเกล็ดปลาแล้วล้างด้วยน้ำส้มมะขาม จนหมดเมือกหายคาว ใส่จานก้นลึก ทาเกลือพริกไทยพอควร ล้างผักกาด ต้นหอม ผักชี ให้สะอาดใช้คลุมบนตัวปลา ใส่ลังถึงนึ่ง 30 นาที เมื่อยกลงพอหายร้อนจัด จึงหยิบผักขึ้นใส่ภาชนะอื่นไว้ ค่อยลอกหนังปลา ถอดก้างออกให้หมด แล้วจึงหั่นผักกาดและต้นหอมตามสมควร ใช้น้ำเดือดลวกมะเขือเทศแช่ไว้พอให้ผิวเหี่ยวจึงลอกออก ผ่าหั่นตามขวางผล ประดับที่ตัวปลาสลับกันกับผักกาดและต้นหอม ผสมน้ำส้ม น้ำตาล เกลือ ชิมรสตามชอบ ราดให้ทั่วตัว และผัก"
65,น้ำพริกพะม่า,"# น้ำพริกพะม่า
## เครื่องปรุง



- มะเขือเทศขนาดกลาง 5—6 ลูก

- พริกชี้ฟ้าแดง 5 เม็ด

- หอม 15 หัว

- กระเทียม 7 หัว

- กะปิดี 1 ช้อนชา

- เนื้อหมูสับ 1/2 ถ้วยชา

- กุ้งสับ 1/2 ถ้วยชา

- น้ำมันหมู 1/2 ถ้วยชา

- น้ำส้มะขามเปียก

- น้ำตาลปีบ

- น้ำปลา



## วิธีทำ



1. พริกแดงผ่าเอาเม็ดออกล้างสะอาด หอม กระเทียมซอย แล้วเจียวไห้เหลือง กะปีห่อใบดองปิ้งพอหอม ใส่ครกโขลก ให้ละเอียดตักขึ้นพักไว้

2. เนื้อหมู กุ้ง ล้างสะอาดแล้วสับให้ละเอียด

3. มะเขือเทศลวกน้ำร้อนแล้วลอกเปลือกออก หั่นดามขวางลูก ใส่หม้อต้มสุกแล้วตักเนื้อขึ้น สับรวมกับเนื้อหมู กุ้ง ส่วนน้ำที่ต้มมะเขือเทศ กรองด้วยกะชอนหยาบ ๆ เอา เม็ด ออกพักไว้

4. น้ามันที่เจียวหอม กระเทียม ใส่กะทะยกตั้งไฟใส่เครื่อง ที่โขลกลงผัดพอหอม ใส่หมู กุ้งที่สับไว้ น้ำมะเขือเทศ ปรุง รสด้วย น้ำส้ม มะขามเปียก น้าตาล น้ำตาล น้ำปลา ชิมรสดามชอบ"
66,ไก่ต้มขนมจีน,"# ไก่ต้มขนมจีน
## เครื่องปรุง



- ไก่อ่อน 1 ตัว

- มะพร้าว 1/2 กิโลกรัม

- น้ำพริกเผา 1 ช้อนโต๊ะ

- ถั่วทอง 2 ซ้อนโต๊ะ

- ขมิ้นผงนิดหน่อย

- ใบกระวานพอควร

- มะนาว

- น้ำตาลปึก

- น้ำปลาดี

- ใบผักบุ้ง

- น้ำมันหมู

- ขนมจีน



## วิธีทำ



ล้างไก่ให้สะอาด แล้วตัดเป็นชิ้นขนาด 3 เซนติเมตร ขูดมะพร้าวคั้นกะทิข้น ๆ แล้วใส่หม้อพร้อมกับไก่ ตั้งไฟใส่ใบกระวาน ขมิ้นใส่พอสีนวล เคี่ยวต่อไปพอไก่เปื่อยยกลง คั่วถั่วทอง แล้วเลาะฝัดให้หมดเปลือก แล้วโขลกให้ละเอียดผสมน้ำพริกเผา น้ำมะนาว น้ำตาล น้ำปลาดี เด็ดใบผักบุ้งทอดให้กรอบ



## วิธีรับประทาน



ฉีกเนื้อไก่ออกจากกระดูกให้เป็นชิ้นเล็ก ๆ เอาขนมจีนใส่ชาม ตักไก่ต้มราดบนขนมจีน ตักน้ำพริกหยอดแล้วรับประทานกับใบผักบุ้งทอด"
67,ข้าวเม่าคลุก,"# ข้าวเม่าคลุก
## เครื่องปรุง



- ข้าวเม่า 1 ถ้วยชา

- มะพร้าวทึมทึก 1/2 ถ้วยชา

- น้ำตาลทราย 1 ช้อนหวาน

- เกลือเล็กน้อย



## วิธีทำ



ข้าวเม่าเลือกกากฝัดละอองให้หมดแล้ว พรมด้วยน้ำเกลือให้ทั่ว พักไว้ แล้วจึงขูดมะพร้าว ถ้าเป็นมะพร้าวแก่อย่าขูดให้ถึงก้นกะลา เพราะจะทำให้เป็นกาก รวมมะพร้าว น้ำตาล ข้าวเม่าคลุกให้เข้ากัน ชิมรสตามชอบ ตักใส่จาน รับประทานกับกล้วยหอมหรือกล้วยไข่"
68,กุ้งเผากับมะเขือเปราะ,"# กุ้งเผากับมะเขือเปราะ
## เครื่องปรุง



- กุ้งเผาหรือกุ้งเค็ม 2 ช้อนโต๊ะ

- มะเขือเปราะ 2 ผล

- กระเทียม 2 หัว

- ขมิ้นขาวหั่นแล้ว 2 ช้อนโต๊ะ

- ขิงอ่อนหั่นฝอย 2 ช้อนโต๊ะ

- ต้นหอมหั่นแล้ว 1 ช้อนโต๊ะ

- ผักซีหั่นแล้ว 1 ช้อนโต๊ะ

- น้ำเคยดี

- มะนาว

- พริกสด



## วิธีทำ



กุ้งเผา 2 ตัว ปอกแล้วฉีกทั้งหัวและตัว หรือกุ้งเค็มปอกเปลือกแล้วผ่า หั่นขมิ้นขาว และขิงสดล้างบิดน้ำให้แห้ง หั่นกระเทียมตามขวางกลีบ มะเขือหั่นฝอยตามลูก หั่นต้นหอมผักซี ใส่จานก้นลึกเป็นชั้น ต้นหอม ผักซี พริกโรยหน้าผสมน้ำเคย น้ำมะนาว ชิมรสตามชอบ วาดให้โชก เมื่อจะรับประทานคลุกให้ทั่ว"
69,มะละกอโถบรรจุใส้,"# มะละกอโถบรรจุใส้
## เครื่องปรุง



- มะละกอผลงาม ๆ 1 ผล

- เนื้อหมู 1/2 กิโลกรัม

- มะพร้าว 1 ชีก

- พริกแห้ง 3 เม็ด

- หัวหอมขนาดกลาง 10 หัว

- กระเทียม 10 กลีบ

- ตะไคร้หั่นแล้ว 2 ช้อนโต๊ะ

- ข่าหั่นบาง ๆ 5 แว่น

- รากผักชีหั่นละเอียด 2 ช้อนชาพูน

- พริกไทย 5 เม็ด

- ถั่วลิสงคั่วป่นละเอียด 2 ช้อนโต๊ะพูน

- ลูกแปะก๊วย 30 ลูก

- กะหล่ำปลี 1/2 เสี้ยว

- ต้นหอม 2 ต้ม

- ผักชี 1 ต้น

- ไข่เป็ด 2 ฟอง

- น้ำเคยดี

- เกลือ



## วิธีทำ



ฝานมะละกอให้เป็นรูปโถ แล้วสลับลวดลายให้งามตามใจชอบ คว้านข้างในให้เกลี้ยงและบางแช่น้ำไว้ หมุนหรือสับเนื้อหมูให้ละเอียด แล้วจึงใส่ถั่วลิสงคั่วโขลกให้เข้ากัน กะเทาะเปลือกลูกแปะก๊วย แล้วผ่าแคะใส้ขมออกเสีย ต้มให้สุกแล้วล้างให้สะอาดจึงหั่นละเอียด ขูดมะพร้าวคั้นกะทิให้ข้นที่สุดแล้วรวมหมู น้ำพริก ลูกแปะก๊วยใส่ในอ่าง ช้อนหัวกะทิใส่ลงด้วยสัก 5 ช้อนโต๊ะคนจนเหนียว จึงใส่ไข่คนต่อไปเติมน้ำเคยดีพอควร แล้วหั่นกะหล่ำปลีให้เป็นฝอย ใส่ลงด้วยคนให้เข้ากันชิมรสตามชอบ แล้วบรรจุลงในผลมะละกอให้เต็มพูน ๆ สักหน่อย โรยต้นหอมผักชีใส่ลังถึงนึ่ง 15 นาทีใช้ได้"
70,พุดชาจีนเชื่อมไส้เกาลัด,"# พุดชาจีนเชื่อมไส้เกาลัด
## เครื่องปรุง



- พุดชาจีน 1 กิโลกรัม

- น้ำตาลทราย 1 กิโลกรัม

- น้ำ 3 ถ้วย

- ลูกเกาลัก 1/4 กิโลกรัม



## วิธีทำ



นำพุดชาจีน มาแช่น้ำค้างคืน 1 คืน แล้วล้างให้สะอาด คว้านเมล็ดในออกเชื่อมน้ำตาลกรองให้สะอาด ใส่พุดชาต้มเคี่ยวจนน้ำตาลเหนียวเป็นยางมะตูม แกะลูกเกาลัด ผ่าตามยาวให้คล้ายเมล็ดพุดชา แล้วใส่ลูกเกาลัดแทนเมล็ดเรียงในชามแก้ว"
71,ข้าวต้มไข่,"# ข้าวต้มไข่
## เครื่องปรุง



- ข้าวสาร 1/4 ถ้วย

- น้ำมันหมู 1 ช้อนชา

- ไข่ไก่ 1 ฟอง

- กระเทียม 1 กลีบ

- ผักชีหรือคึ่นฉ่ายนิดหน่อย

- น้ำปลา

- พริกไทย



## วิธีทำ



ซาวข้าวให้สะอาด ตักน้ำมันใส่หม้อเล็ก (พอเหมาะกับข้าว) ใส่กระเทียมทุบสับละเอียดเจียวพอหอม สงข้าวใส่ลงผัดให้เมล็ดกระจาย แล้วใส่น้ำลงสัก 2 ถ้วย ต้มจนเมล็ดข้าวบาน จึงต่อยไข่ใส่ชามเจือน้ำ 1 ช้อนชาตีให้ขึ้นแล้วค่อยโรยลงในหม้อวนไปรอบ ๆ ใช้ช้อนเขี่ยไม่ให้นอนก้นหม้อ ยกขึ้นตักใส่ชาม ใส่ผักปรุงรส



**หมายเหตุ** น้ำที่ต้มข้าวนั้น ถ้าเป็นน้ำต้มไก่ได้จะดีมาก"
72,ปลาแนม,"# ปลาแนม
## เครื่องปรุง



- ปลาช่อนสดย่างแกะใช้แต่เนื้อ 1 ถ้วย

- ข่าหั่น 15 แว่น

- มะพร้าวขูดกระต่ายจีน 1/2 ถ้วย

- ข้าวคั่ว 1/2 ถ้วย

- หนังหมูหั่นแล้ว 1 ถ้วย

- มันหมูต้มสุกหั่นแล้ว 2 ช้อนโต๊ะ

- กระเทียมดองซอย 1 ช้อนโต๊ะ

- ผิวส้มซ่าหั่นฝอย 1 ช้อนโต๊ะ

- หัวหอมฝอย 1 ช้อนโต๊ะ

- ถั่วลิสงคั่วซอย 2 ช้อนโต๊ะ

- เกลือป่น

- มะนาว

- น้ำตาลทรายอย่างละเอียด

- พริกชี้ฟ้าเขียวแดงเหลือง

- ใบผักกาดแก้ว 3 ต้น



## วิธีทำ



มะพร้าว กะเทาะออกจากกะลา แล้วปอกผิวออกให้ ขาวล้างสะอาดขูดกระต่ายจีน แล้วคั่วพอหายแฉะอย่าให้เหลือง จึงหั่นข่าใส่ครกโขลกให้ละเอียด แล้วใส่ปลาย่างกับมะพร้าวลงพร้อมกันโขลกจนละเอียดเข้ากันดี ก็ควักขึ้นจากครกใส่ชามอ่าง ใส่เกลือ มะนาว น้ำตาลทรายเคล้าคลุกให้เข้ากันโรยข้าวคั่วลงทีละน้อย เคล้าไปใส่ไปจนกระจายสลายตัว ปรุงรสให้เปรี้ยวเค็มหวาน เผื่อรสกระเทียมดอง และหนังหมูมันหมู ไว้ด้วยตามชอบ เมื่อรสพอดีแล้วก็ใส่หัวหอม มันหมู ไว้ด้วยตามชอบ เมื่อรสพอดีแล้วก็ใส่หัวหอม ผิวส้มซ่า กะเทียมดอง ถั่วยี่สงคลุกในตัว เหลือไว้เล็กน้อย เมื่อจัดใส่จานจึงแต่งหน้าด้วยผิวส้มซ่า ถั่วยี่สงพริก 3 สี หั่นเฉียงบาง ๆ ตัดใบผักกาดแก้วประดับขอบจาน ตามแต่ชอบ"
73,แกงต้มกะทิฟักทอง,"# แกงต้มกะทิฟักทอง
## เครื่องปรุง



- ฟักทองหั่นแล้ว 2 ถ้วยพูน

- มะพร้าว 1/2 กืโลกรัม

- กุ้งแห้งใหม่ 3 ช้อนโต๊ะ

- เนื้อโคหรือเนื้อไก่ 1 ถ้วย

- พริกแห้ง 7 เม็ด

- หัวหอม 7 หัว

- กะปิ น้ำปลา 1/3 ช้อนชา

- รากผักชีหั่น 1 ช้อนชา



## วิธีทำ



หั่นฟักทองเป็นสี่เหลี่ยมลูกบาศก์ขนาดเดียวกับแกงอื่น ๆ เอาหัวกะปิแบ่งใส่ไว้ต่างหาก น้ำต่อไปใส่หม้อแกง (คะเนน้ำกะทิให้พอเหมาะอย่าให้น้ำมากเกินไป) ยกหม้อขึ้นตั้งไฟใส่เครื่องที่โขลกแล้วละลาน พอเดือดใส่ฟักทองและเนื้อลงปิดฝาให้เดือด เมื่อฟักทองสุกปรุงรส แล้วใส่หัวกะทิลงพอเดือดทั่วก็ใช้ได้"
74,ละมุดมีใส้,"# ละมุดมีใส้
## เครื่องปรุง



- ละมุด 5 ผล

- วุ้นเคี่ยวแล้วซอย 2 ช้อนโต๊ะ

- น้ำตาลทรายขาว 1 ช้อนโต๊ะ

- สีแดง 5 หยด

- น้ำวานิลลา



## วิธีทำ



ล้างละมุดให้สะอาด คว้านไส้และเมล็ดละมุดออกให้หมด ระวังอย่าให้ก้นทะลุ ใช้ด้ามช้อนเคลือบ หรือ อลูมิเนียมอย่างด้ามเป็นราง กดตรงชั้วละมุด หมุนด้านรอบขั่วละมุดเป้นช่องกลมเท่าด้ามช้อน ค่อย ๆ ควักไส้กลางออกแล้วแคะเมล็ดออกทีละเมล็ดจนหมด คว่ำใส่จานพักไว้ ซอยวุ้นให้หม้อเล็ก ๆ ตั้งไฟคอนตนอย่าให้วุ้นไหม้ วุ้นละลายหมดจึงใส่น้ำตาล ใส่สีพอเป็นสีชมพู น้ำวานิลลาพอมีกลิ่นหอมน้อย ๆ แล้วหยอดลงในผลละมุดที่คว้านไว้ ตั้งในถ้วยตะไลหรือลังถึง เก็บไว้ให้วุ้นแข็ง แล้วจึงปอกเปลือก ใช้มีดปลายแหลมแทงลงกึ่งหลางผลละมุดให้เป็นปากกระจับจนรอบผลกะให้ได้ 5-6 แฉก ค่อย ๆ ใช้ปลายมืดดุนให้ออกจากกันเป็น 2 ซีก จัดลงจานแก้วใส่ตู้เย็นไว้"
75,บะหมี่สำเร็จ,"# บะหมี่สำเร็จ
## เครื่องปรุง



- เส้นบะหมี่แห้ง (ชนิดก้อนสีเหลือง) 5 ก้อน

- เนื้อหมูสับ 1 ถ้วยชา

- ตังฉ่ายสับละเอียด 1 ช้อนโต๊ะ

- รากผักชีพริกไทย กระเทียมโขลกละเอียด 1 ช้อนต๊ะ

- กระเทียมเจียว

- ต้นหอม

- ผักชี

- น้ำปลาดี



## วิธีทำ



เส้นบะหมี่แห้งล้างน้ำรีบสงขึ้น ลวกในน้ำเดือดให้สุก สงขึ้นสลัดน้ำให้แห้ง คลุกด้วยกระเทียมเจียวให้ทั่ว บรรจุลงในถ้วยตะไล ผสมเนื้อหมูสับตังฉ่ายสับละเอียด รากผักชี พริกไทย กระเทียมโขลกละเอียด น้ำปลา ผสมเข้ากันดีแล้วใส่ใบหอมหั่นละเอียด ปั้นเป็นก้อนขนาดพอดีกับถ้วยตะไล วางลงบนเส้นบะหมี่ที่บรรจุถ้วยตะไล แล้วแต่งหน้าด้วยใบผักชี เรียงลงจานแบนหยอดหน้าด้วยกระเทียมเจียว รับประทานร้อน ๆ กับน้ำจิ้ม ซีอิ้วใส น้ำส้มสายชู พริกแดงหั่นบาง ๆ"
